ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
213935_at	1.38e-01	6.45e-02	-2.276712	-5.88701	-0.2809427	ABHD5	abhydrolase domain containing 5
219968_at	1.38e-01	6.45e-02	2.276657	-5.88709	0.2853822	ZNF589	zinc finger protein 589
215965_at	1.38e-01	6.45e-02	-2.276622	-5.88714	-0.03334975		
202986_at	1.38e-01	6.45e-02	-2.276526	-5.88727	-0.03431973	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2
211705_s_at	1.38e-01	6.45e-02	-2.27643	-5.88741	-0.03597262	SORBS1	sorbin and SH3 domain containing 1
207786_at	1.38e-01	6.45e-02	2.276386	-5.88747	0.52310726	CYP2R1	cytochrome P450, family 2, subfamily R, polypeptide 1
214777_at	1.38e-01	6.46e-02	-2.276345	-5.88753	-0.03311061	IGKV4-1	immunoglobulin kappa variable 4-1
36566_at	1.38e-01	6.46e-02	2.276313	-5.88757	0.25458219	CTNS	cystinosin, lysosomal cystine transporter
215066_at	1.38e-01	6.46e-02	-2.27625	-5.88766	-0.18133146	PTPRF	protein tyrosine phosphatase, receptor type, F
222323_at	1.38e-01	6.46e-02	-2.276183	-5.88776	-0.02835994		
215725_at	1.38e-01	6.46e-02	-2.276129	-5.88783	-0.17074287	DGCR11	DiGeorge syndrome critical region gene 11 (non-protein coding)
217688_at	1.38e-01	6.46e-02	-2.276076	-5.88791	-0.03078458		
207584_at	1.38e-01	6.46e-02	-2.276023	-5.88798	-0.03755935	LPA	lipoprotein, Lp(a)
212076_at	1.38e-01	6.46e-02	-2.275983	-5.88804	-0.25004697	KMT2A	lysine (K)-specific methyltransferase 2A
204029_at	1.38e-01	6.46e-02	-2.275933	-5.88811	-0.73028874	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2
203435_s_at	1.38e-01	6.46e-02	2.275865	-5.8882	0.4105728	MME	membrane metallo-endopeptidase
206661_at	1.38e-01	6.46e-02	-2.275803	-5.88829	-0.34975167	DBF4B	DBF4 zinc finger B
243_g_at	1.38e-01	6.46e-02	2.27564	-5.88852	0.34581582	MAP4	microtubule-associated protein 4
218743_at	1.38e-01	6.47e-02	2.275129	-5.88924	0.41271676	CHMP6	charged multivesicular body protein 6
216627_s_at	1.38e-01	6.47e-02	-2.27489	-5.88958	-0.04098653	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1
211429_s_at	1.38e-01	6.47e-02	-2.274841	-5.88964	-0.03142616	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
209835_x_at	1.38e-01	6.47e-02	2.274732	-5.8898	1.05080286	CD44	CD44 molecule (Indian blood group)
201849_at	1.38e-01	6.47e-02	2.274674	-5.88988	0.16426325	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3
219988_s_at	1.38e-01	6.47e-02	-2.274486	-5.89014	-0.24199773	RNF220	ring finger protein 220
202586_at	1.38e-01	6.48e-02	-2.274048	-5.89076	-0.99328627	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
206984_s_at	1.38e-01	6.48e-02	-2.273975	-5.89086	-0.03283589	RIT2	Ras-like without CAAX 2
212557_at	1.38e-01	6.48e-02	2.273925	-5.89093	0.21379982	ZNF451	zinc finger protein 451
215667_x_at	1.38e-01	6.48e-02	2.273724	-5.89122	0.2941585	PMS2P6///LOC441259///PMS2L2///PMS2P1	postmeiotic segregation increased 2 pseudogene 6///postmeiotic segregation increased 2 pseudogene///postmeiotic segregation increased 2-like 2 pseudogene///postmeiotic segregation increased 2 pseudogene 1
213985_s_at	1.38e-01	6.48e-02	-2.273713	-5.89123	-0.03131226	TMEM259	transmembrane protein 259
214942_at	1.38e-01	6.48e-02	-2.273531	-5.89149	-0.13036943	RBM34	RNA binding motif protein 34
213217_at	1.38e-01	6.49e-02	-2.272905	-5.89237	-0.04342683	ADCY2	adenylate cyclase 2 (brain)
218486_at	1.38e-01	6.49e-02	-2.272878	-5.89241	-0.3539827	KLF11	Kruppel-like factor 11
208213_s_at	1.38e-01	6.49e-02	-2.272161	-5.89342	-0.0309033	KCNAB1	potassium voltage-gated channel, shaker-related subfamily, beta member 1
219949_at	1.38e-01	6.49e-02	-2.27197	-5.89369	-0.09774366	LRRC2	leucine rich repeat containing 2
213689_x_at	1.38e-01	6.49e-02	2.271816	-5.8939	0.39230723	FAM69A	family with sequence similarity 69, member A
202947_s_at	1.38e-01	6.50e-02	-2.271539	-5.89429	-0.04812894	GYPC	glycophorin C (Gerbich blood group)
204251_s_at	1.39e-01	6.50e-02	2.271287	-5.89465	0.25913012	CEP164	centrosomal protein 164kDa
216345_at	1.39e-01	6.50e-02	-2.271105	-5.8949	-0.03989101	ZSWIM8	zinc finger, SWIM-type containing 8
32699_s_at	1.39e-01	6.50e-02	-2.271085	-5.89493	-0.08317468	PVR	poliovirus receptor
205572_at	1.39e-01	6.50e-02	-2.271025	-5.89502	-0.03202752	ANGPT2	angiopoietin 2
220677_s_at	1.39e-01	6.50e-02	-2.270895	-5.8952	-0.03857895	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8
206536_s_at	1.39e-01	6.51e-02	-2.270466	-5.8958	-0.1042449	XIAP	X-linked inhibitor of apoptosis
206333_at	1.39e-01	6.51e-02	-2.270408	-5.89588	-0.04888722	MSI1	musashi RNA-binding protein 1
221470_s_at	1.39e-01	6.51e-02	-2.270335	-5.89599	-0.03308623	IL37	interleukin 37
216162_at	1.39e-01	6.51e-02	-2.269636	-5.89697	-0.03664771	SBNO1	strawberry notch homolog 1 (Drosophila)
204117_at	1.39e-01	6.52e-02	-2.269509	-5.89715	-0.41344507	PREP	prolyl endopeptidase
219843_at	1.39e-01	6.52e-02	2.26937	-5.89734	0.52060526	IPP	intracisternal A particle-promoted polypeptide
203147_s_at	1.39e-01	6.52e-02	-2.269218	-5.89756	-0.03091038	TRIM14	tripartite motif containing 14
212336_at	1.39e-01	6.52e-02	2.269065	-5.89777	0.38405004	EPB41L1	erythrocyte membrane protein band 4.1-like 1
219421_at	1.39e-01	6.52e-02	2.268998	-5.89787	0.2435385	TTC33	tetratricopeptide repeat domain 33
202165_at	1.39e-01	6.52e-02	2.268887	-5.89802	0.19351939	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2
216367_at	1.39e-01	6.52e-02	-2.268878	-5.89804	-0.02896423	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen)
209228_x_at	1.39e-01	6.52e-02	2.268858	-5.89806	0.4054918	TUSC3	tumor suppressor candidate 3
210439_at	1.39e-01	6.52e-02	-2.268811	-5.89813	-0.03468118	ICOS	inducible T-cell co-stimulator
214319_at	1.39e-01	6.52e-02	-2.268789	-5.89816	-0.05745256	FRY	furry homolog (Drosophila)
213747_at	1.39e-01	6.52e-02	-2.268562	-5.89848	-0.24455544	AZIN1	antizyme inhibitor 1
217111_at	1.39e-01	6.52e-02	-2.268431	-5.89866	-0.0601426	AMACR	alpha-methylacyl-CoA racemase
222170_at	1.39e-01	6.53e-02	-2.267975	-5.89931	-0.045424	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head)
217069_at	1.39e-01	6.53e-02	-2.267543	-5.89992	-0.03485469	KMT2B	lysine (K)-specific methyltransferase 2B
217561_at	1.39e-01	6.53e-02	-2.267498	-5.89998	-0.03268579	CALCA	calcitonin-related polypeptide alpha
207881_at	1.39e-01	6.53e-02	-2.267403	-5.90011	-0.05161888		
208237_x_at	1.39e-01	6.54e-02	2.267241	-5.90034	0.08061997	ADAM22	ADAM metallopeptidase domain 22
211168_s_at	1.39e-01	6.54e-02	-2.267238	-5.90034	-0.30907657	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)
218887_at	1.39e-01	6.54e-02	-2.266947	-5.90075	-0.28348642	MRPL2	mitochondrial ribosomal protein L2
219797_at	1.39e-01	6.54e-02	-2.266454	-5.90145	-0.03049197	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
215216_at	1.39e-01	6.55e-02	-2.26597	-5.90213	-0.04130776	VPS16	vacuolar protein sorting 16 homolog (S. cerevisiae)
210505_at	1.39e-01	6.55e-02	-2.265673	-5.90255	-0.03770481	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
203416_at	1.39e-01	6.55e-02	-2.265541	-5.90273	-0.02772148	CD53	CD53 molecule
216767_at	1.39e-01	6.55e-02	-2.265484	-5.90281	-0.03714776		
208592_s_at	1.39e-01	6.56e-02	-2.264899	-5.90364	-0.03253603	CD1E	CD1e molecule
218735_s_at	1.39e-01	6.56e-02	-2.2645	-5.9042	-0.21053607	ZNF544	zinc finger protein 544
207954_at	1.39e-01	6.56e-02	-2.264373	-5.90438	-0.05549418	GATA2	GATA binding protein 2
216803_at	1.39e-01	6.56e-02	-2.264197	-5.90462	-0.06779162	PDLIM5	PDZ and LIM domain 5
206198_s_at	1.39e-01	6.56e-02	-2.264143	-5.9047	-0.03918965	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7
204351_at	1.39e-01	6.57e-02	-2.263824	-5.90515	-0.02595069	S100P	S100 calcium binding protein P
215717_s_at	1.39e-01	6.57e-02	-2.263643	-5.9054	-0.66893329	FBN2	fibrillin 2
211490_at	1.39e-01	6.57e-02	-2.263506	-5.9056	-0.03556786	ADRA1A	adrenoceptor alpha 1A
208866_at	1.39e-01	6.57e-02	2.263455	-5.90567	0.32787942	CSNK1A1	casein kinase 1, alpha 1
215878_at	1.39e-01	6.57e-02	-2.263406	-5.90574	-0.03770405	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
201081_s_at	1.39e-01	6.57e-02	-2.263385	-5.90577	-0.35770676	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
220181_x_at	1.39e-01	6.57e-02	-2.263274	-5.90592	-0.24237873	SLC30A5	solute carrier family 30 (zinc transporter), member 5
202943_s_at	1.39e-01	6.57e-02	-2.263259	-5.90594	-0.37461748	NAGA	N-acetylgalactosaminidase, alpha-
213244_at	1.39e-01	6.57e-02	-2.263256	-5.90595	-0.24849724	SCAMP4	secretory carrier membrane protein 4
210747_at	1.39e-01	6.57e-02	-2.26324	-5.90597	-0.03143699	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
218155_x_at	1.40e-01	6.58e-02	-2.262254	-5.90736	-0.43857163	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)
203613_s_at	1.40e-01	6.58e-02	-2.262122	-5.90754	-0.21219135	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa
215039_at	1.40e-01	6.58e-02	-2.262066	-5.90762	-0.03296396	LINC01140///HS2ST1	long intergenic non-protein coding RNA 1140///heparan sulfate 2-O-sulfotransferase 1
31826_at	1.40e-01	6.58e-02	2.261873	-5.90789	0.17600343	FKBP15	FK506 binding protein 15, 133kDa
200667_at	1.40e-01	6.58e-02	2.261814	-5.90798	0.16710082	UBE2D3	ubiquitin-conjugating enzyme E2D 3
216849_at	1.40e-01	6.58e-02	-2.261773	-5.90803	-0.03967239		
222373_at	1.40e-01	6.58e-02	-2.261749	-5.90807	-0.06678623		
205799_s_at	1.40e-01	6.58e-02	2.261738	-5.90808	0.19900726	SLC3A1	solute carrier family 3 (amino acid transporter heavy chain), member 1
212063_at	1.40e-01	6.58e-02	2.261686	-5.90816	0.92770011	CD44	CD44 molecule (Indian blood group)
202557_at	1.40e-01	6.59e-02	2.261492	-5.90843	0.58088629	HSPA13	heat shock protein 70kDa family, member 13
207674_at	1.40e-01	6.59e-02	-2.261183	-5.90886	-0.03291455	FCAR	Fc fragment of IgA, receptor for
209979_at	1.40e-01	6.59e-02	-2.260968	-5.90917	-0.02764843	ADARB1	adenosine deaminase, RNA-specific, B1
206069_s_at	1.40e-01	6.59e-02	-2.260965	-5.90917	-0.03039941	ACADL	acyl-CoA dehydrogenase, long chain
209695_at	1.40e-01	6.59e-02	2.260621	-5.90965	0.17813393	PTP4A3	protein tyrosine phosphatase type IVA, member 3
208880_s_at	1.40e-01	6.59e-02	-2.260615	-5.90966	-0.09029639	PRPF6	pre-mRNA processing factor 6
210617_at	1.40e-01	6.59e-02	-2.260521	-5.9098	-0.03541471	PHEX	phosphate regulating endopeptidase homolog, X-linked
205970_at	1.40e-01	6.60e-02	-2.260287	-5.91012	-0.04935756	MT3	metallothionein 3
222325_at	1.40e-01	6.60e-02	-2.260233	-5.9102	-0.03279748		
207889_at	1.40e-01	6.60e-02	-2.260082	-5.91041	-0.03190041	SARDH	sarcosine dehydrogenase
215660_s_at	1.40e-01	6.60e-02	-2.259995	-5.91054	-0.0477049	MAST2	microtubule associated serine/threonine kinase 2
208395_s_at	1.40e-01	6.60e-02	-2.259908	-5.91066	-0.03216322	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
205585_at	1.40e-01	6.60e-02	2.259896	-5.91067	0.52688596	ETV6	ets variant 6
207583_at	1.40e-01	6.60e-02	-2.259605	-5.91108	-0.03453346	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2
35617_at	1.40e-01	6.60e-02	2.25953	-5.91119	0.28813545	MAPK7	mitogen-activated protein kinase 7
209425_at	1.40e-01	6.60e-02	2.259461	-5.91129	0.54275394	AMACR	alpha-methylacyl-CoA racemase
214745_at	1.40e-01	6.60e-02	-2.25944	-5.91132	-0.05048877	PLCH1	phospholipase C, eta 1
219945_at	1.40e-01	6.61e-02	-2.259208	-5.91164	-0.03602448	DDX25	DEAD (Asp-Glu-Ala-Asp) box helicase 25
206224_at	1.40e-01	6.61e-02	-2.258978	-5.91197	-0.03781002	CST1	cystatin SN
216874_at	1.40e-01	6.61e-02	-2.258694	-5.91237	-0.0379177	TEX41	testis expressed 41 (non-protein coding)
221711_s_at	1.40e-01	6.62e-02	2.25824	-5.913	0.070639	BABAM1	BRISC and BRCA1 A complex member 1
210383_at	1.40e-01	6.62e-02	-2.257989	-5.91336	-0.03149339	SCN1A	sodium channel, voltage-gated, type I, alpha subunit
215352_at	1.40e-01	6.62e-02	-2.257925	-5.91345	-0.02856375	GIMAP5	GTPase, IMAP family member 5
209278_s_at	1.40e-01	6.62e-02	-2.2577	-5.91376	-1.2287335	TFPI2	tissue factor pathway inhibitor 2
215226_at	1.40e-01	6.63e-02	-2.256804	-5.91502	-0.0328837	EXPH5	exophilin 5
220162_s_at	1.40e-01	6.63e-02	-2.25675	-5.9151	-0.03191184	CARD9	caspase recruitment domain family, member 9
203393_at	1.40e-01	6.63e-02	-2.25665	-5.91524	-0.0399786	HES1	hes family bHLH transcription factor 1
212101_at	1.40e-01	6.63e-02	-2.256497	-5.91546	-0.29113861	KPNA6	karyopherin alpha 6 (importin alpha 7)
222150_s_at	1.40e-01	6.63e-02	-2.256185	-5.9159	-0.03032528	GSAP	gamma-secretase activating protein
214786_at	1.40e-01	6.63e-02	-2.256185	-5.9159	-0.02829248	MAP3K1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase
37232_at	1.40e-01	6.64e-02	-2.255834	-5.91639	-0.41099318	KIAA0586	KIAA0586
215980_s_at	1.40e-01	6.64e-02	-2.255666	-5.91663	-0.09356543	IGHMBP2	immunoglobulin mu binding protein 2
211645_x_at	1.40e-01	6.64e-02	-2.255648	-5.91665	-0.03074353		
222295_x_at	1.40e-01	6.64e-02	-2.255563	-5.91677	-0.09600614		
219708_at	1.40e-01	6.64e-02	-2.255355	-5.91706	-0.02879382	NT5M	5',3'-nucleotidase, mitochondrial
217037_at	1.40e-01	6.64e-02	-2.255341	-5.91708	-0.03343512		
204988_at	1.40e-01	6.64e-02	-2.255334	-5.91709	-0.03053088	FGB	fibrinogen beta chain
220416_at	1.40e-01	6.64e-02	-2.255273	-5.91718	-0.03647827	ATP8B4	ATPase, class I, type 8B, member 4
211989_at	1.40e-01	6.64e-02	-2.255038	-5.91751	-0.11807476	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
222199_s_at	1.40e-01	6.64e-02	-2.254977	-5.91759	-0.35165677	BIN3	bridging integrator 3
221137_at	1.40e-01	6.65e-02	-2.254861	-5.91776	-0.02875704		
217013_at	1.40e-01	6.65e-02	-2.254313	-5.91853	-0.03540825	AZGP1P1	alpha-2-glycoprotein 1, zinc-binding pseudogene 1
209211_at	1.40e-01	6.66e-02	2.253728	-5.91935	0.69465448	KLF5	Kruppel-like factor 5 (intestinal)
210511_s_at	1.40e-01	6.66e-02	-2.253724	-5.91936	-0.02853448	INHBA	inhibin, beta A
217090_at	1.40e-01	6.66e-02	-2.253702	-5.91939	-0.03346786	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)
213779_at	1.40e-01	6.66e-02	2.253667	-5.91944	0.3336588	EMID1	EMI domain containing 1
220489_s_at	1.40e-01	6.66e-02	-2.253632	-5.91949	-0.03706607	SERINC2	serine incorporator 2
211431_s_at	1.40e-01	6.66e-02	-2.25346	-5.91973	-0.26485229	TYRO3	TYRO3 protein tyrosine kinase
210198_s_at	1.40e-01	6.66e-02	-2.253374	-5.91985	-0.03220314	PLP1	proteolipid protein 1
213401_s_at	1.40e-01	6.66e-02	2.253372	-5.91985	0.59591745		
219601_s_at	1.41e-01	6.66e-02	-2.252898	-5.92052	-0.12726805	C10orf12	chromosome 10 open reading frame 12
222149_x_at	1.41e-01	6.66e-02	2.25274	-5.92074	0.16388576	GOLGA8DP///GOLGA8CP///GOLGA8S///GOLGA8EP///GOLGA8G	golgin A8 family, member D, pseudogene///golgin A8 family, member C, pseudogene///golgin A8 family, member S///golgin A8 family, member E, pseudogene///golgin A8 family, member G
205118_at	1.41e-01	6.67e-02	-2.252594	-5.92095	-0.04967962	FPR1	formyl peptide receptor 1
208350_at	1.41e-01	6.67e-02	-2.252493	-5.92109	-0.04193876	CSN1S1	casein alpha s1
208427_s_at	1.41e-01	6.67e-02	-2.252254	-5.92142	-0.03227765	ELAVL2	ELAV like neuron-specific RNA binding protein 2
217544_at	1.41e-01	6.67e-02	-2.252201	-5.9215	-0.03718716		
219224_x_at	1.41e-01	6.67e-02	2.251757	-5.92213	0.27449218	ZNF408	zinc finger protein 408
204200_s_at	1.41e-01	6.67e-02	-2.251637	-5.92229	-0.03762028	PDGFB	platelet-derived growth factor beta polypeptide
217058_at	1.41e-01	6.68e-02	-2.251253	-5.92283	-0.03136063	GNAS	GNAS complex locus
203411_s_at	1.41e-01	6.68e-02	2.251114	-5.92303	0.548661	LMNA	lamin A/C
211103_at	1.41e-01	6.68e-02	-2.250881	-5.92336	-0.04822103	MYO7A	myosin VIIA
210379_s_at	1.41e-01	6.69e-02	-2.250132	-5.92441	-0.46505191	TLK1	tousled-like kinase 1
215946_x_at	1.41e-01	6.69e-02	-2.249428	-5.9254	-0.04577762	IGLL3P	immunoglobulin lambda-like polypeptide 3, pseudogene
211156_at	1.41e-01	6.69e-02	-2.249423	-5.92541	-0.0315205	CDKN2A	cyclin-dependent kinase inhibitor 2A
207758_at	1.41e-01	6.70e-02	-2.249298	-5.92558	-0.44848032		
205138_s_at	1.41e-01	6.70e-02	2.249239	-5.92567	0.42197134	UST	uronyl-2-sulfotransferase
215370_at	1.41e-01	6.70e-02	-2.249179	-5.92575	-0.02879638		
202686_s_at	1.41e-01	6.70e-02	2.249059	-5.92592	1.38005814	AXL	AXL receptor tyrosine kinase
211221_at	1.41e-01	6.70e-02	-2.248782	-5.92631	-0.03793669	TADA3	transcriptional adaptor 3
205045_at	1.41e-01	6.70e-02	-2.248569	-5.92661	-0.08619848	AKAP10	A kinase (PRKA) anchor protein 10
202554_s_at	1.41e-01	6.70e-02	2.248441	-5.92679	0.33439996	GSTM3	glutathione S-transferase mu 3 (brain)
221884_at	1.41e-01	6.71e-02	-2.248208	-5.92712	-0.03548807	MECOM	MDS1 and EVI1 complex locus
217191_x_at	1.41e-01	6.71e-02	-2.24775	-5.92776	-0.05164786		
214253_s_at	1.41e-01	6.71e-02	2.247563	-5.92802	0.0360246	DTNB	dystrobrevin, beta
208715_at	1.41e-01	6.71e-02	-2.247524	-5.92808	-0.16732989	TMCO1	transmembrane and coiled-coil domains 1
208546_x_at	1.41e-01	6.71e-02	2.247466	-5.92816	0.64807843	HIST1H2BH	histone cluster 1, H2bh
215466_at	1.41e-01	6.72e-02	-2.247151	-5.9286	-0.03062444		
210615_at	1.41e-01	6.72e-02	-2.247108	-5.92866	-0.03790773	NRP1	neuropilin 1
207215_at	1.41e-01	6.72e-02	-2.24707	-5.92872	-0.02859546	GSTTP1	glutathione S-transferase theta pseudogene 1
202654_x_at	1.41e-01	6.72e-02	-2.246718	-5.92921	-0.250887	MARCH7	membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase
218153_at	1.41e-01	6.72e-02	-2.246485	-5.92954	-0.38676116	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
202788_at	1.41e-01	6.73e-02	-2.246032	-5.93018	-0.46640572	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
210364_at	1.41e-01	6.73e-02	-2.24602	-5.93019	-0.0299831	SCN2B	sodium channel, voltage-gated, type II, beta subunit
202088_at	1.41e-01	6.73e-02	2.245783	-5.93053	0.19262795	SLC39A6	solute carrier family 39 (zinc transporter), member 6
46323_at	1.41e-01	6.73e-02	-2.245706	-5.93064	-0.10780842	CANT1	calcium activated nucleotidase 1
214254_at	1.41e-01	6.73e-02	-2.245636	-5.93073	-0.03573259	MAGEA4	melanoma antigen family A, 4
205152_at	1.41e-01	6.73e-02	-2.245569	-5.93083	-0.04075142	SLC6A1	solute carrier family 6 (neurotransmitter transporter), member 1
208987_s_at	1.41e-01	6.73e-02	-2.245534	-5.93088	-0.18131583	KDM2A	lysine (K)-specific demethylase 2A
209806_at	1.41e-01	6.73e-02	2.245526	-5.93089	0.55914112	HIST1H2BK	histone cluster 1, H2bk
201527_at	1.41e-01	6.73e-02	2.245444	-5.931	0.19367847	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F
204316_at	1.41e-01	6.73e-02	2.24538	-5.93109	0.13748315	RGS10	regulator of G-protein signaling 10
213496_at	1.41e-01	6.73e-02	-2.245292	-5.93122	-0.03299963	LPPR4	lipid phosphate phosphatase-related protein type 4
212886_at	1.41e-01	6.73e-02	-2.245212	-5.93133	-0.03056688	CCDC69	coiled-coil domain containing 69
213303_x_at	1.41e-01	6.73e-02	-2.245196	-5.93135	-0.16277443	ZBTB7A	zinc finger and BTB domain containing 7A
203703_s_at	1.41e-01	6.73e-02	-2.245129	-5.93145	-0.26622198	TTLL4	tubulin tyrosine ligase-like family, member 4
205065_at	1.41e-01	6.74e-02	-2.244858	-5.93183	-0.03041926	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
203877_at	1.42e-01	6.74e-02	-2.244576	-5.93222	-0.03414755	MMP11	matrix metallopeptidase 11 (stromelysin 3)
221288_at	1.42e-01	6.74e-02	-2.244221	-5.93272	-0.03107795	GPR22	G protein-coupled receptor 22
220338_at	1.42e-01	6.74e-02	-2.24405	-5.93296	-0.04547786	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
210432_s_at	1.42e-01	6.74e-02	-2.24401	-5.93302	-0.03317518	SCN3A	sodium channel, voltage-gated, type III, alpha subunit
204057_at	1.42e-01	6.74e-02	-2.243907	-5.93317	-0.03456948	IRF8	interferon regulatory factor 8
216810_at	1.42e-01	6.75e-02	-2.243837	-5.93326	-0.49323065	KRTAP4-7	keratin associated protein 4-7
214657_s_at	1.42e-01	6.75e-02	2.243775	-5.93335	0.82444213	NEAT1	nuclear paraspeckle assembly transcript 1 (non-protein coding)
215846_at	1.42e-01	6.75e-02	-2.243416	-5.93386	-0.03438934		
207520_at	1.42e-01	6.75e-02	-2.243308	-5.93401	-0.04984978	TROVE2	TROVE domain family, member 2
212352_s_at	1.42e-01	6.75e-02	2.243301	-5.93402	0.33572272	TMED10	transmembrane emp24-like trafficking protein 10 (yeast)
221811_at	1.42e-01	6.75e-02	2.243282	-5.93404	0.21255836	PGAP3	post-GPI attachment to proteins 3
205742_at	1.42e-01	6.76e-02	-2.242729	-5.93482	-0.03113337	TNNI3	troponin I type 3 (cardiac)
216634_at	1.42e-01	6.76e-02	-2.242547	-5.93508	-0.05454539	PLCH1	phospholipase C, eta 1
204469_at	1.42e-01	6.76e-02	-2.242538	-5.93509	-0.04273204	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1
213324_at	1.42e-01	6.76e-02	2.242399	-5.93529	0.17367325	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
206929_s_at	1.42e-01	6.76e-02	-2.241837	-5.93608	-0.75395706	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)
206162_x_at	1.42e-01	6.76e-02	-2.241834	-5.93608	-0.03660944	SYT5	synaptotagmin V
216635_at	1.42e-01	6.76e-02	-2.241704	-5.93626	-0.03141374		
219879_s_at	1.42e-01	6.77e-02	-2.241605	-5.9364	-0.41044954	C17orf53	chromosome 17 open reading frame 53
206999_at	1.42e-01	6.77e-02	-2.241585	-5.93643	-0.03330934	IL12RB2	interleukin 12 receptor, beta 2
220842_at	1.42e-01	6.77e-02	-2.241242	-5.93691	-0.16899736	AHI1	Abelson helper integration site 1
209870_s_at	1.42e-01	6.77e-02	-2.240848	-5.93747	-0.16085133	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2
206585_at	1.42e-01	6.77e-02	-2.24077	-5.93758	-0.03340338	MKRN3	makorin ring finger protein 3
212820_at	1.42e-01	6.77e-02	2.240651	-5.93774	0.55829965	DMXL2	Dmx-like 2
205281_s_at	1.42e-01	6.78e-02	-2.240554	-5.93788	-0.55063162	PIGA	phosphatidylinositol glycan anchor biosynthesis, class A
201605_x_at	1.42e-01	6.78e-02	-2.240421	-5.93807	-0.53158923	CNN2	calponin 2
209663_s_at	1.42e-01	6.78e-02	-2.240325	-5.9382	-0.04925642	ITGA7	integrin, alpha 7
217440_at	1.42e-01	6.78e-02	-2.240323	-5.93821	-0.03522728		
210161_at	1.42e-01	6.78e-02	-2.239822	-5.93891	-0.03631306	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
216740_at	1.42e-01	6.78e-02	-2.239741	-5.93902	-0.04419235		
33646_g_at	1.42e-01	6.78e-02	2.239638	-5.93917	0.11720886	GM2A	GM2 ganglioside activator
206382_s_at	1.42e-01	6.79e-02	2.239495	-5.93937	0.06172842	BDNF	brain-derived neurotrophic factor
214038_at	1.42e-01	6.79e-02	-2.239341	-5.93959	-0.03287264	CCL8	chemokine (C-C motif) ligand 8
214775_at	1.42e-01	6.79e-02	-2.239323	-5.93961	-0.03180316	N4BP3	NEDD4 binding protein 3
57082_at	1.42e-01	6.79e-02	-2.239223	-5.93975	-0.48648468	LDLRAP1	low density lipoprotein receptor adaptor protein 1
210589_s_at	1.42e-01	6.79e-02	2.239136	-5.93987	0.1953485	GBAP1	glucosidase, beta, acid pseudogene 1
218895_at	1.42e-01	6.79e-02	-2.23895	-5.94014	-0.27316509	GPATCH3	G patch domain containing 3
218532_s_at	1.42e-01	6.79e-02	2.238755	-5.94041	0.22494164	FAM134B	family with sequence similarity 134, member B
214591_at	1.42e-01	6.79e-02	-2.238693	-5.9405	-0.02848764	KLHL4	kelch-like family member 4
221145_at	1.42e-01	6.79e-02	-2.238517	-5.94074	-0.03320213		
201337_s_at	1.42e-01	6.79e-02	-2.238516	-5.94075	-0.48320887	VAMP3	vesicle-associated membrane protein 3
211902_x_at	1.42e-01	6.79e-02	2.238509	-5.94076	0.08690139	TRD	T cell receptor delta locus
